candidate,direction,status,n,win_rate,strict_win_rate,sortino,total_expectancy,timeout_fraction,dominant_coin,max_coin_share,dominant_year,max_year_share,n_shock_excluded,pattern_significant,pattern_p_value,pattern_oos_sd,pattern_excess_return,pattern_mfe_mae_ratio,fdr_alpha,fdr_significant,fdr_demoted,prior_weight
weak_claims_then_funding_divergence_short,short,watch,1120,0.4536187563710499,0.39732142857142855,-1.5055677982920261,-5.95238640354391,0.12410714285714286,DOGEUSDT,0.5996928796526717,2022.0,0.7803477083566001,55,False,0.996,0.05763070167960545,-0.004555024004000432,0.7675645416939715,0.05,False,,1.0
hawkish_rate_surprise_then_oversold_momentum,short,watch,234,0.4166666666666667,0.38461538461538464,3.992756508085895,2.502637633240939,0.07692307692307693,LTCUSDT,0.5207104804120453,2022.0,1.0,20,False,0.213,0.08890154540116792,0.00811572922856533,0.9048478440566798,0.05,False,,1.0
hawkish_claims_surprise_then_volume_spike_capitulation,long,accepted,896,0.28864569083447333,0.23549107142857142,11.58128538285151,21.489714847283853,0.18415178571428573,BNBUSDT,0.2607379565254416,2025.0,0.4440158552556114,112,True,0.0005,0.08064209688935026,0.01912913295079539,1.3079574760111636,0.05,True,,1.0
hawkish_claims_surprise_then_volume_breakout_continuation,long,watch,109,0.4393939393939394,0.26605504587155965,7.061455035142281,2.577198922070182,0.3944954128440367,BNBUSDT,1.0,2022.0,0.4551483368822464,30,False,0.888,0.08101866763770807,-0.010801131406694066,1.6800106271283133,0.05,False,,1.0
hawkish_claims_surprise_then_trend_efficiency_continuation,long,watch,159,0.4032258064516129,0.31446540880503143,-1.063121859634371,-0.45169862816482365,0.22012578616352202,BNBUSDT,0.6057341327517639,2024.0,0.674785362522821,26,False,0.835,0.1488415707676801,-0.034462043390521786,1.6763946957727842,0.05,False,,1.0
hawkish_rate_surprise_then_overbought_reversion,short,watch,105,0.43023255813953487,0.3523809523809524,-1.312145000309295,-0.4878273628130049,0.18095238095238095,DOGEUSDT,0.8429641761328818,2022.0,0.6811672290320206,16,False,0.237,0.1977874564350478,0.05729720420162878,0.9295522188583918,0.05,False,,1.0
claims_improvement_then_volume_breakout_continuation,long,watch,111,0.3917525773195876,0.34234234234234234,2.501122246261907,0.5371002401861666,0.12612612612612611,DOGEUSDT,0.6172649039997116,2021.0,0.5712914452060108,28,False,0.5215,0.4256746222415556,0.03326163910930248,2.5897576882871713,0.05,False,,1.0
hawkish_rate_surprise_then_high_funding_reversion,short,watch,147,0.25984251968503935,0.22448979591836735,-7.128251292520874,-3.3416160421343233,0.1360544217687075,DOGEUSDT,1.0,,,12,False,0.9795,0.08250889241294454,-0.026017263883937373,0.465011761282633,0.05,False,,1.0
strong_labor_data_then_overbought_continuation,long,rejected,450,0.42084942084942084,0.24222222222222223,0.9232773312305658,1.5415159383420363,0.42444444444444446,DOGEUSDT,0.45026434972646706,2024.0,0.45755393270332806,56,False,0.595,0.20922380657034334,-0.003840272027729706,1.519264211621105,0.05,False,,1.0
hawkish_rate_surprise_then_funding_squeeze,long,watch,63,0.2,0.09523809523809523,27.13381919917759,3.0420350919293693,0.5238095238095238,ETHUSDT,0.45699934130053027,2025.0,1.0,5,False,0.6145,0.029951678469964504,-0.0012338700753968888,0.3712028768449665,0.05,False,,1.0
